# Version 1.00
#
freq[Hz] db:Trc1_S11 ang:Trc1_S11 db:Trc2_S11 ang:Trc2_S11 db:Trc3_S11 ang:Trc3_S11 db:Trc4_S11 ang:Trc4_S11 
2.440000000000000E+009 -8.375340932671575E+000 -6.969697030567015E+001 -8.375340932671575E+000 -6.969697030567015E+001 -8.375340932671575E+000 -6.969697030567015E+001 -8.375340932671575E+000 -6.969697030567015E+001 
2.445000000000000E+009 -8.221091368876738E+000 -7.228721941162453E+001 -8.221091368876738E+000 -7.228721941162453E+001 -8.221091368876738E+000 -7.228721941162453E+001 -8.221091368876738E+000 -7.228721941162453E+001 
2.450000000000000E+009 -8.091335372579220E+000 -7.474756019814727E+001 -8.091335372579220E+000 -7.474756019814727E+001 -8.091335372579220E+000 -7.474756019814727E+001 -8.091335372579220E+000 -7.474756019814727E+001 
2.455000000000000E+009 -7.994514536576606E+000 -7.695899492110856E+001 -7.994514536576606E+000 -7.695899492110856E+001 -7.994514536576606E+000 -7.695899492110856E+001 -7.994514536576606E+000 -7.695899492110856E+001 
2.460000000000000E+009 -7.912888871918364E+000 -7.891343500111245E+001 -7.912888871918364E+000 -7.891343500111245E+001 -7.912888871918364E+000 -7.891343500111245E+001 -7.912888871918364E+000 -7.891343500111245E+001 
2.465000000000000E+009 -7.826764774224637E+000 -8.067425863107053E+001 -7.826764774224637E+000 -8.067425863107053E+001 -7.826764774224637E+000 -8.067425863107053E+001 -7.826764774224637E+000 -8.067425863107053E+001 
2.470000000000000E+009 -7.754809120066863E+000 -8.229287754149274E+001 -7.754809120066863E+000 -8.229287754149274E+001 -7.754809120066863E+000 -8.229287754149274E+001 -7.754809120066863E+000 -8.229287754149274E+001 
2.475000000000000E+009 -7.697930222246899E+000 -8.375903022017515E+001 -7.697930222246899E+000 -8.375903022017515E+001 -7.697930222246899E+000 -8.375903022017515E+001 -7.697930222246899E+000 -8.375903022017515E+001 
2.480000000000000E+009 -7.638252442627336E+000 -8.495690405487667E+001 -7.638252442627336E+000 -8.495690405487667E+001 -7.638252442627336E+000 -8.495690405487667E+001 -7.638252442627336E+000 -8.495690405487667E+001 
2.485000000000000E+009 -7.567042242213407E+000 -8.597141176634105E+001 -7.567042242213407E+000 -8.597141176634105E+001 -7.567042242213407E+000 -8.597141176634105E+001 -7.567042242213407E+000 -8.597141176634105E+001 
2.490000000000000E+009 -7.485443490423469E+000 -8.678122528979029E+001 -7.485443490423469E+000 -8.678122528979029E+001 -7.485443490423469E+000 -8.678122528979029E+001 -7.485443490423469E+000 -8.678122528979029E+001 
2.495000000000000E+009 -7.377425126481625E+000 -8.744293911463653E+001 -7.377425126481625E+000 -8.744293911463653E+001 -7.377425126481625E+000 -8.744293911463653E+001 -7.377425126481625E+000 -8.744293911463653E+001 
2.500000000000000E+009 -7.244343177350861E+000 -8.809388754120812E+001 -7.244343177350861E+000 -8.809388754120812E+001 -7.244343177350861E+000 -8.809388754120812E+001 -7.244343177350861E+000 -8.809388754120812E+001 
2.505000000000000E+009 -7.097171837864874E+000 -8.865399242727683E+001 -7.097171837864874E+000 -8.865399242727683E+001 -7.097171837864874E+000 -8.865399242727683E+001 -7.097171837864874E+000 -8.865399242727683E+001 
2.510000000000000E+009 -6.912339245900776E+000 -8.924228694632218E+001 -6.912339245900776E+000 -8.924228694632218E+001 -6.912339245900776E+000 -8.924228694632218E+001 -6.912339245900776E+000 -8.924228694632218E+001 
2.515000000000000E+009 -6.717111603394738E+000 -8.995172947229577E+001 -6.717111603394738E+000 -8.995172947229577E+001 -6.717111603394738E+000 -8.995172947229577E+001 -6.717111603394738E+000 -8.995172947229577E+001 
2.520000000000000E+009 -6.501047287669358E+000 -9.075975238668295E+001 -6.501047287669358E+000 -9.075975238668295E+001 -6.501047287669358E+000 -9.075975238668295E+001 -6.501047287669358E+000 -9.075975238668295E+001 
2.525000000000000E+009 -6.281036969328025E+000 -9.167103204528652E+001 -6.281036969328025E+000 -9.167103204528652E+001 -6.281036969328025E+000 -9.167103204528652E+001 -6.281036969328025E+000 -9.167103204528652E+001 
2.530000000000000E+009 -6.052514997241566E+000 -9.269927866134140E+001 -6.052514997241566E+000 -9.269927866134140E+001 -6.052514997241566E+000 -9.269927866134140E+001 -6.052514997241566E+000 -9.269927866134140E+001 
2.535000000000000E+009 -5.821023232108862E+000 -9.384696290385793E+001 -5.821023232108862E+000 -9.384696290385793E+001 -5.821023232108862E+000 -9.384696290385793E+001 -5.821023232108862E+000 -9.384696290385793E+001 
2.540000000000000E+009 -5.588408271167399E+000 -9.512429985620672E+001 -5.588408271167399E+000 -9.512429985620672E+001 -5.588408271167399E+000 -9.512429985620672E+001 -5.588408271167399E+000 -9.512429985620672E+001 
2.545000000000000E+009 -5.358187054977067E+000 -9.660373523167961E+001 -5.358187054977067E+000 -9.660373523167961E+001 -5.358187054977067E+000 -9.660373523167961E+001 -5.358187054977067E+000 -9.660373523167961E+001 
2.550000000000000E+009 -5.150402225977358E+000 -9.817992961547138E+001 -5.150402225977358E+000 -9.817992961547138E+001 -5.150402225977358E+000 -9.817992961547138E+001 -5.150402225977358E+000 -9.817992961547138E+001 
2.555000000000000E+009 -4.955856987672735E+000 -9.983920726477965E+001 -4.955856987672735E+000 -9.983920726477965E+001 -4.955856987672735E+000 -9.983920726477965E+001 -4.955856987672735E+000 -9.983920726477965E+001 
2.560000000000000E+009 -4.779735376101322E+000 -1.015277386297982E+002 -4.779735376101322E+000 -1.015277386297982E+002 -4.779735376101322E+000 -1.015277386297982E+002 -4.779735376101322E+000 -1.015277386297982E+002 
2.565000000000000E+009 -4.615016349915693E+000 -1.032286006235632E+002 -4.615016349915693E+000 -1.032286006235632E+002 -4.615016349915693E+000 -1.032286006235632E+002 -4.615016349915693E+000 -1.032286006235632E+002 
